row_id	conversation_id	utterance_id	context	target	emotion 
12019	526	5	> Rachel: `Oh , I think I saw some in here .` > Monica: `Ugh ! ! !` > Monica: `What is it ? !` > Rachel: `I do not know ! But maybe if we keep that drawer shut , it will die .`	I do not know ! But maybe if we keep that drawer shut , it will die .	fear
12020	526	6	> Monica: `Ugh ! ! !` > Monica: `What is it ? !` > Rachel: `I do not know ! But maybe if we keep that drawer shut , it will die .` > Monica: `I can not believe we are living here !`	I can not believe we are living here !	sadness
12021	531	1	> Monica: `Oh , I was thinking about having people over for the game .`	Oh , I was thinking about having people over for the game .	neutral
12022	531	2	> Monica: `Oh , I was thinking about having people over for the game .` > Joey: `Oh yeah , who playing ?`	Oh yeah , who playing ?	neutral
12023	531	3	> Monica: `Oh , I was thinking about having people over for the game .` > Joey: `Oh yeah , who playing ?` > Monica: `The players .`	The players .	neutral
12024	531	4	> Monica: `Oh , I was thinking about having people over for the game .` > Joey: `Oh yeah , who playing ?` > Monica: `The players .` > Ross: `Somebody seems to be missing being the hostess .`	Somebody seems to be missing being the hostess .	neutral
12025	531	5	> Joey: `Oh yeah , who playing ?` > Monica: `The players .` > Ross: `Somebody seems to be missing being the hostess .` > Monica: `Please , it is a relief is what it is , is what it is .`	Please , it is a relief is what it is , is what it is .	joy
12026	531	6	> Monica: `The players .` > Ross: `Somebody seems to be missing being the hostess .` > Monica: `Please , it is a relief is what it is , is what it is .` > Joey: `All right Pheebs , stick out your plate !`	All right Pheebs , stick out your plate !	neutral
12027	531	7	> Ross: `Somebody seems to be missing being the hostess .` > Monica: `Please , it is a relief is what it is , is what it is .` > Joey: `All right Pheebs , stick out your plate !` > Phoebe: `Oh .`	Oh .	neutral
12028	532	1	> Rachel: `Whoops . Oh , hey , do you need help with that ?`	Whoops . Oh , hey , do you need help with that ?	neutral
12029	534	1	> Kathy: `Yeah .`	Yeah .	neutral
12030	534	2	> Kathy: `Yeah .` > Chandler: `Yeah . Well , I think our second fight is going to be a big one !`	Yeah . Well , I think our second fight is going to be a big one !	anger
12031	535	1	> Mr. Waltham: `Rachel , one of your customers seems to have left his billfold . A Joshua Bergen .`	Rachel , one of your customers seems to have left his billfold . A Joshua Bergen .	neutral
12032	535	2	> Mr. Waltham: `Rachel , one of your customers seems to have left his billfold . A Joshua Bergen .` > Rachel: `Really ?`	Really ?	surprise
12033	535	3	> Mr. Waltham: `Rachel , one of your customers seems to have left his billfold . A Joshua Bergen .` > Rachel: `Really ?` > Mr. Waltham: `Will you call him ?`	Will you call him ?	neutral
12034	535	4	> Mr. Waltham: `Rachel , one of your customers seems to have left his billfold . A Joshua Bergen .` > Rachel: `Really ?` > Mr. Waltham: `Will you call him ?` > Rachel: `Yes !`	Yes !	joy
12035	535	5	> Rachel: `Really ?` > Mr. Waltham: `Will you call him ?` > Rachel: `Yes !` > Rachel: `I will !`	I will !	joy
12036	535	6	> Mr. Waltham: `Will you call him ?` > Rachel: `Yes !` > Rachel: `I will !` > Rachel: `Absolutely !`	Absolutely !	joy
12037	536	1	> Phoebe: `Ohh !`	Ohh !	surprise
12038	536	2	> Phoebe: `Ohh !` > Monica: `What ?`	What ?	surprise
12039	536	3	> Phoebe: `Ohh !` > Monica: `What ?` > Phoebe: `It kicked ! I think the baby kicked !`	It kicked ! I think the baby kicked !	surprise
12040	536	4	> Phoebe: `Ohh !` > Monica: `What ?` > Phoebe: `It kicked ! I think the baby kicked !` > Monica: `Oh my God !`	Oh my God !	surprise
12041	536	5	> Monica: `What ?` > Phoebe: `It kicked ! I think the baby kicked !` > Monica: `Oh my God !` > Phoebe: `Oh no wait , oh no , the elastic on my underwear busted .`	Oh no wait , oh no , the elastic on my underwear busted .	sadness
12042	536	6	> Phoebe: `It kicked ! I think the baby kicked !` > Monica: `Oh my God !` > Phoebe: `Oh no wait , oh no , the elastic on my underwear busted .` > Joey: `Oh my God ! I overslept ! I was supposed to be on the set a half an hour ago ! I gotta get out of here !`	Oh my God ! I overslept ! I was supposed to be on the set a half an hour ago ! I gotta get out of here !	fear
12043	536	7	> Monica: `Oh my God !` > Phoebe: `Oh no wait , oh no , the elastic on my underwear busted .` > Joey: `Oh my God ! I overslept ! I was supposed to be on the set a half an hour ago ! I gotta get out of here !` > Monica: `Oh wait , Joey , you can not go like that ! You stink !`	Oh wait , Joey , you can not go like that ! You stink !	disgust
12044	536	8	> Phoebe: `Oh no wait , oh no , the elastic on my underwear busted .` > Joey: `Oh my God ! I overslept ! I was supposed to be on the set a half an hour ago ! I gotta get out of here !` > Monica: `Oh wait , Joey , you can not go like that ! You stink !` > Joey: `Look , I know I feel asleep before I could shower and now I do not have time !`	Look , I know I feel asleep before I could shower and now I do not have time !	anger
12045	536	9	> Joey: `Oh my God ! I overslept ! I was supposed to be on the set a half an hour ago ! I gotta get out of here !` > Monica: `Oh wait , Joey , you can not go like that ! You stink !` > Joey: `Look , I know I feel asleep before I could shower and now I do not have time !` > Joey: `They are just ten blocks away , if I run , I can make it .`	They are just ten blocks away , if I run , I can make it .	neutral
12046	540	1	> Monica: `So , we did okay at the strip club , right ?`	So , we did okay at the strip club , right ?	joy
12047	540	2	> Monica: `So , we did okay at the strip club , right ?` > Chandler: `Oh yeah , that was great . Thanks to you , the hottest cocktail waitress there is quitting to teach the third grade !`	Oh yeah , that was great . Thanks to you , the hottest cocktail waitress there is quitting to teach the third grade !	anger
12048	540	3	> Monica: `So , we did okay at the strip club , right ?` > Chandler: `Oh yeah , that was great . Thanks to you , the hottest cocktail waitress there is quitting to teach the third grade !` > Rachel: `I can not believe it ! He still has not called .`	I can not believe it ! He still has not called .	anger
12049	540	4	> Monica: `So , we did okay at the strip club , right ?` > Chandler: `Oh yeah , that was great . Thanks to you , the hottest cocktail waitress there is quitting to teach the third grade !` > Rachel: `I can not believe it ! He still has not called .` > Phoebe: `Who , Josh ?`	Who , Josh ?	neutral
12050	540	5	> Chandler: `Oh yeah , that was great . Thanks to you , the hottest cocktail waitress there is quitting to teach the third grade !` > Rachel: `I can not believe it ! He still has not called .` > Phoebe: `Who , Josh ?` > Rachel: `It is Joshua .`	It is Joshua .	sadness
12051	540	6	> Rachel: `I can not believe it ! He still has not called .` > Phoebe: `Who , Josh ?` > Rachel: `It is Joshua .` > Monica: `What , he does not like Josh ?`	What , he does not like Josh ?	neutral
12052	540	7	> Phoebe: `Who , Josh ?` > Rachel: `It is Joshua .` > Monica: `What , he does not like Josh ?` > Rachel: `No , I do not .`	No , I do not .	disgust
12053	540	8	> Rachel: `It is Joshua .` > Monica: `What , he does not like Josh ?` > Rachel: `No , I do not .` > Chandler: `All right , well I am gonna put my sweats back on .`	All right , well I am gonna put my sweats back on .	anger
12054	540	9	> Monica: `What , he does not like Josh ?` > Rachel: `No , I do not .` > Chandler: `All right , well I am gonna put my sweats back on .` > Phoebe: `Oh no !`	Oh no !	surprise
12055	540	10	> Rachel: `No , I do not .` > Chandler: `All right , well I am gonna put my sweats back on .` > Phoebe: `Oh no !` > Phoebe: `Wait !`	Wait !	surprise
12056	540	11	> Chandler: `All right , well I am gonna put my sweats back on .` > Phoebe: `Oh no !` > Phoebe: `Wait !` > Phoebe: `Okay , you know what , you were right , you were right .`	Okay , you know what , you were right , you were right .	neutral
12057	540	12	> Phoebe: `Oh no !` > Phoebe: `Wait !` > Phoebe: `Okay , you know what , you were right , you were right .` > Phoebe: `We really were not great at being guys , but you know why ?`	We really were not great at being guys , but you know why ?	neutral
12058	540	13	> Phoebe: `Wait !` > Phoebe: `Okay , you know what , you were right , you were right .` > Phoebe: `We really were not great at being guys , but you know why ?` > Phoebe: `Because we are girls .`	Because we are girls .	neutral
12059	542	1	> Chandler: `You know , I can not believe I am getting my nails done ! And`	You know , I can not believe I am getting my nails done ! And	surprise
12060	542	2	> Chandler: `You know , I can not believe I am getting my nails done ! And` > Rachel: `Chandler , there is a guy right over there .`	Chandler , there is a guy right over there .	neutral
12061	542	3	> Chandler: `You know , I can not believe I am getting my nails done ! And` > Rachel: `Chandler , there is a guy right over there .` > Chandler: `That is a mailman ! That is`	That is a mailman ! That is	surprise
12062	542	4	> Chandler: `You know , I can not believe I am getting my nails done ! And` > Rachel: `Chandler , there is a guy right over there .` > Chandler: `That is a mailman ! That is` > Rachel: `Chandler , do not worry ! This does not make you any less of a guy !`	Chandler , do not worry ! This does not make you any less of a guy !	neutral
12063	542	5	> Rachel: `Chandler , there is a guy right over there .` > Chandler: `That is a mailman ! That is` > Rachel: `Chandler , do not worry ! This does not make you any less of a guy !` > Chandler: `Hey , you know who used to have nails like that ?`	Hey , you know who used to have nails like that ?	neutral
12064	547	1	> Chandler: `You know you , really did not have to take me to the airport .`	You know you , really did not have to take me to the airport .	neutral
12065	547	2	> Chandler: `You know you , really did not have to take me to the airport .` > Janice: `Oh please .`	Oh please .	neutral
12066	547	3	> Chandler: `You know you , really did not have to take me to the airport .` > Janice: `Oh please .` > Janice: `Every moment is precious .`	Every moment is precious .	sadness
12067	547	4	> Chandler: `You know you , really did not have to take me to the airport .` > Janice: `Oh please .` > Janice: `Every moment is precious .` > Janice: `You know ?`	You know ?	neutral
12068	547	5	> Janice: `Oh please .` > Janice: `Every moment is precious .` > Janice: `You know ?` > Janice: `Besides , somebody had to ride in that other taxi with the rest of your luggage , and your friends do not really seem to care too much that you are leaving .`	Besides , somebody had to ride in that other taxi with the rest of your luggage , and your friends do not really seem to care too much that you are leaving .	sadness
